Restaurant_ID,Restaurant_Name,City,Locality,Cuisines,Restaurant_Type,Online_Order,Table_Booking,Rating,Votes,Approx_Cost_for_Two,Listed_In,Has_Parking,Is_Newly_Opened,Delivery_Time_mins,Rating_Category,Cost_Category,Engagement_Score
ZOM1145,Burger House (Man),Jaipur,Mansarovar,Italian,Dhaba,Yes,No,4.1,4549,687,Desserts,No,No,51,Very Good (4.0-4.5),Mid-range (300-700),34.53
ZOM1146,Masala Magic (Vim),Pune,Viman Nagar,Biryani,Quick Bites,No,No,3.1,2086,303,Dine-out,No,No,0,Average (2.5-3.5),Mid-range (300-700),23.69
ZOM1147,Urban Bites (Sal),Kolkata,Salt Lake,Gujarati,Food Court,Yes,No,3.5,254,637,Delivery,Yes,No,22,Average (2.5-3.5),Mid-range (300-700),19.39
ZOM1148,Idli House (Dwa),Delhi,Dwarka,Biryani,Bakery,Yes,No,4.4,3967,435,Pubs and Bars,Yes,No,24,Very Good (4.0-4.5),Mid-range (300-700),36.46
ZOM1149,The Kebab Studio (Kar),Delhi,Karol Bagh,Mughlai,Dhaba,Yes,No,3.3,3042,600,Dine-out,No,No,66,Average (2.5-3.5),Mid-range (300-700),26.47
ZOM1150,Taste of India (Par),Kolkata,Park Street,Bengali,Cafe,No,No,4.1,3283,474,Dine-out,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),33.2
ZOM1151,Punjabi Tadka (Mal),Jaipur,Malviya Nagar,South Indian,Delivery Only,Yes,No,4.5,4535,302,Desserts,No,Yes,57,Very Good (4.0-4.5),Mid-range (300-700),37.89
ZOM1152,The Grand Kitchen (Ali),Lucknow,Aliganj,Biryani,Delivery Only,Yes,No,3.7,4864,534,Dine-out,No,No,70,Good (3.5-4.0),Mid-range (300-700),31.41
ZOM1153,The Kebab Studio (New),Kolkata,New Town,North Indian,Fine Dining,Yes,Yes,3.9,4547,3517,Desserts,Yes,No,71,Good (3.5-4.0),Luxury (1500+),32.85
ZOM1154,Green Leaf Cafe (And),Mumbai,Andheri,Biryani,Cafe,No,No,4.8,4349,1419,Desserts,No,No,0,Excellent (4.5+),Premium (700-1500),40.21
ZOM1155,The Sandwich Shop (New),Kolkata,New Town,Biryani,Bakery,Yes,No,3.8,4642,305,Delivery,Yes,No,70,Good (3.5-4.0),Mid-range (300-700),32.08
ZOM1156,The Curry House (Haz),Lucknow,Hazratganj,Gujarati,Quick Bites,No,No,3.7,2133,489,Desserts,No,No,0,Good (3.5-4.0),Mid-range (300-700),28.36
ZOM1157,The Biryani Bowl (Hin),Pune,Hinjewadi,Italian,Quick Bites,No,No,4.3,3036,218,Delivery,No,No,0,Very Good (4.0-4.5),Budget (<300),34.48
ZOM1158,Desi Zaika (Man),Jaipur,Mansarovar,Fast Food,Casual Dining,No,Yes,2.6,2598,525,Delivery,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),20.44
ZOM1159,Bombay Bites (T N),Chennai,T Nagar,Chinese,Delivery Only,Yes,No,4.5,3823,242,Delivery,Yes,No,42,Very Good (4.0-4.5),Budget (<300),37.12
ZOM1160,The Grill House (Aun),Pune,Aundh,Chinese,Dhaba,Yes,No,3.1,3450,480,Pubs and Bars,No,No,86,Average (2.5-3.5),Mid-range (300-700),25.25
ZOM1161,The Pizza Place (Kar),Delhi,Karol Bagh,Biryani,Casual Dining,Yes,Yes,4.1,1892,1066,Delivery,No,No,51,Very Good (4.0-4.5),Premium (700-1500),30.94
ZOM1162,Bombay Bites (Ind),Lucknow,Indira Nagar,Biryani,Dhaba,Yes,No,2.7,1974,204,Desserts,Yes,No,61,Average (2.5-3.5),Budget (<300),20.49
ZOM1163,Urban Bites (Jay),Bangalore,Jayanagar,Mexican,Bakery,No,No,4.1,3905,733,Delivery,Yes,No,0,Very Good (4.0-4.5),Premium (700-1500),33.91
ZOM1164,Green Leaf Cafe (Ind),Lucknow,Indira Nagar,Thai,Quick Bites,Yes,No,3.3,528,227,Dine-out,Yes,No,64,Average (2.5-3.5),Budget (<300),20.69
ZOM1165,Saffron Kitchen (Kor),Bangalore,Koramangala,Thai,Quick Bites,Yes,No,2.9,2301,196,Dine-out,No,No,75,Average (2.5-3.5),Budget (<300),22.45
ZOM1166,Flavors Restaurant (Ban),Hyderabad,Banjara Hills,Chinese,Delivery Only,Yes,No,4.3,4207,452,Pubs and Bars,Yes,Yes,71,Very Good (4.0-4.5),Mid-range (300-700),35.88
ZOM1167,The Sandwich Shop (MG ),Bangalore,MG Road,Mexican,Food Court,No,No,3.3,2771,502,Pubs and Bars,No,No,0,Average (2.5-3.5),Mid-range (300-700),26.16
ZOM1168,Noodle Box (Sal),Kolkata,Salt Lake,Mexican,Quick Bites,No,No,3.7,643,177,Dine-out,No,Yes,0,Good (3.5-4.0),Budget (<300),23.93
ZOM1169,Burger House (Ali),Kolkata,Alipore,South Indian,Delivery Only,No,No,3.7,2130,415,Delivery,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),28.36
ZOM1170,South Kitchen (Ann),Chennai,Anna Nagar,Gujarati,Quick Bites,No,No,4.0,369,387,Desserts,No,Yes,0,Good (3.5-4.0),Mid-range (300-700),23.65
ZOM1171,Masala Magic (Man),Ahmedabad,Maninagar,Gujarati,Cafe,No,No,3.2,1536,1205,Pubs and Bars,Yes,Yes,0,Average (2.5-3.5),Premium (700-1500),23.48
ZOM1172,Saffron Kitchen (Nav),Ahmedabad,Navrangpura,Mughlai,Quick Bites,Yes,No,3.1,1911,177,Delivery,Yes,No,58,Average (2.5-3.5),Budget (<300),23.42
ZOM1173,The Biryani Bowl (Man),Ahmedabad,Maninagar,Thai,Fine Dining,Yes,Yes,3.1,1981,2796,Desserts,No,No,63,Average (2.5-3.5),Luxury (1500+),23.53
ZOM1174,Urban Bites (Haz),Lucknow,Hazratganj,Gujarati,Bakery,Yes,No,3.9,4637,779,Delivery,No,No,29,Good (3.5-4.0),Premium (700-1500),32.92
ZOM1175,Masala Magic (Ady),Chennai,Adyar,Biryani,Fine Dining,Yes,Yes,4.3,71,1732,Dine-out,No,No,37,Very Good (4.0-4.5),Luxury (1500+),18.39
ZOM1176,Bombay Bites (Aun),Pune,Aundh,Bengali,Quick Bites,No,No,4.8,2163,260,Dine-out,Yes,Yes,0,Excellent (4.5+),Budget (<300),36.86
ZOM1177,The Biryani Bowl (Kot),Pune,Kothrud,Mughlai,Casual Dining,Yes,No,4.1,4012,1147,Dine-out,No,No,61,Very Good (4.0-4.5),Premium (700-1500),34.02
ZOM1178,Urban Bites (Jub),Hyderabad,Jubilee Hills,Chinese,Fine Dining,Yes,Yes,4.2,2477,4891,Delivery,No,Yes,78,Very Good (4.0-4.5),Luxury (1500+),32.82
ZOM1179,Taste of India (Ali),Kolkata,Alipore,Chinese,Dhaba,Yes,No,3.5,1980,514,Dine-out,No,No,89,Average (2.5-3.5),Mid-range (300-700),26.57
ZOM1180,The Diner (Nav),Ahmedabad,Navrangpura,Continental,Bakery,Yes,No,3.3,3817,715,Desserts,No,No,81,Average (2.5-3.5),Premium (700-1500),27.22
ZOM1181,Bombay Bites (Vas),Ahmedabad,Vastrapur,Thai,Cafe,No,No,2.8,2402,1222,Dine-out,No,No,0,Average (2.5-3.5),Premium (700-1500),21.8
ZOM1182,The Food Factory (SG ),Ahmedabad,SG Highway,Continental,Dhaba,Yes,No,3.7,1165,239,Pubs and Bars,Yes,No,55,Good (3.5-4.0),Budget (<300),26.13
ZOM1183,The Grill House (Pow),Mumbai,Powai,Mexican,Bakery,Yes,No,3.1,924,422,Pubs and Bars,Yes,No,25,Average (2.5-3.5),Mid-range (300-700),21.17
ZOM1184,Tikka Town (Hau),Delhi,Hauz Khas,Fast Food,Food Court,Yes,No,3.3,472,703,Desserts,Yes,No,70,Average (2.5-3.5),Premium (700-1500),20.33
ZOM1185,Spice Garden (SG ),Ahmedabad,SG Highway,North Indian,Dhaba,No,No,4.2,4294,591,Pubs and Bars,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),35.13
ZOM1186,The Grand Kitchen (Kor),Pune,Koregaon Park,Mughlai,Cafe,Yes,No,3.1,1146,931,Delivery,No,No,31,Average (2.5-3.5),Premium (700-1500),21.84
ZOM1187,Curry Leaf (Ind),Bangalore,Indiranagar,North Indian,Delivery Only,No,No,4.1,4659,200,Dine-out,No,No,0,Very Good (4.0-4.5),Budget (<300),34.63
ZOM1188,The Grand Kitchen (Man),Ahmedabad,Maninagar,North Indian,Quick Bites,Yes,No,4.1,4754,288,Dine-out,Yes,No,22,Very Good (4.0-4.5),Budget (<300),34.71
ZOM1189,Royal Feast (Laj),Delhi,Lajpat Nagar,Italian,Delivery Only,Yes,No,2.5,3749,209,Dine-out,No,No,24,Poor (<2.5),Budget (<300),20.57
ZOM1190,Olive Garden (Con),Delhi,Connaught Place,Mexican,Casual Dining,Yes,Yes,3.3,1678,728,Dine-out,No,Yes,36,Average (2.5-3.5),Premium (700-1500),24.51
ZOM1191,The Food Factory (Ala),Lucknow,Alambagh,Italian,Dhaba,Yes,No,4.2,2829,749,Pubs and Bars,No,Yes,54,Very Good (4.0-4.5),Premium (700-1500),33.38
ZOM1192,Green Leaf Cafe (Jag),Jaipur,Jagatpura,Thai,Casual Dining,No,No,3.3,3682,775,Desserts,No,No,0,Average (2.5-3.5),Premium (700-1500),27.1
ZOM1193,Desi Zaika (Juh),Mumbai,Juhu,South Indian,Bakery,Yes,No,4.8,3535,336,Pubs and Bars,No,No,53,Excellent (4.5+),Mid-range (300-700),39.22
ZOM1194,Dosa Point (Kor),Bangalore,Koramangala,Mughlai,Bakery,Yes,No,4.2,2640,519,Desserts,No,No,41,Very Good (4.0-4.5),Mid-range (300-700),33.09
ZOM1195,Spice Garden (Ind),Bangalore,Indiranagar,South Indian,Food Court,Yes,No,3.6,3648,548,Dine-out,Yes,No,30,Good (3.5-4.0),Mid-range (300-700),29.53
ZOM1196,Dosa Point (Juh),Mumbai,Juhu,Fast Food,Dhaba,No,No,4.2,877,490,Dine-out,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),28.47
ZOM1197,The Curry House (Ady),Chennai,Adyar,North Indian,Bakery,Yes,No,4.1,4825,364,Dine-out,No,No,24,Very Good (4.0-4.5),Mid-range (300-700),34.78
ZOM1198,Noodle Box (Pra),Ahmedabad,Prahlad Nagar,Mughlai,Fine Dining,No,Yes,3.9,2903,1631,Pubs and Bars,No,Yes,0,Good (3.5-4.0),Luxury (1500+),31.1
ZOM1199,The Grill House (Kor),Pune,Koregaon Park,Continental,Fine Dining,Yes,Yes,5.0,605,3272,Delivery,No,No,61,Excellent (4.5+),Luxury (1500+),32.03
ZOM1200,The Food Factory (Vel),Chennai,Velachery,Bengali,Dhaba,No,No,3.3,2141,725,Dine-out,No,Yes,0,Average (2.5-3.5),Premium (700-1500),25.31
ZOM1201,Olive Garden (Ali),Kolkata,Alipore,Continental,Delivery Only,Yes,No,5.0,3767,621,Delivery,No,No,42,Excellent (4.5+),Mid-range (300-700),41.17
ZOM1202,The Grand Kitchen (Ali),Kolkata,Alipore,Biryani,Fine Dining,Yes,Yes,2.6,4675,2748,Desserts,Yes,No,85,Average (2.5-3.5),Luxury (1500+),21.97
ZOM1203,The Biryani Bowl (Hau),Delhi,Hauz Khas,Gujarati,Bakery,No,No,3.7,2002,303,Pubs and Bars,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),28.13
ZOM1204,The Sandwich Shop (SG ),Ahmedabad,SG Highway,Mughlai,Food Court,Yes,No,2.1,4023,778,Pubs and Bars,Yes,No,26,Poor (<2.5),Premium (700-1500),17.43
ZOM1205,Desi Zaika (Hin),Pune,Hinjewadi,Gujarati,Delivery Only,Yes,No,4.7,1207,753,Delivery,No,No,83,Excellent (4.5+),Premium (700-1500),33.35
ZOM1206,The Curry House (Man),Ahmedabad,Maninagar,Continental,Quick Bites,Yes,No,4.0,2040,306,Desserts,Yes,No,57,Good (3.5-4.0),Mid-range (300-700),30.48
ZOM1207,The Kebab Studio (Vas),Ahmedabad,Vastrapur,South Indian,Fine Dining,Yes,Yes,4.8,1125,4568,Desserts,Yes,No,46,Excellent (4.5+),Luxury (1500+),33.73
ZOM1208,Tikka Town (Beh),Kolkata,Behala,South Indian,Delivery Only,Yes,No,3.5,955,721,Dine-out,No,No,24,Average (2.5-3.5),Premium (700-1500),24.02
ZOM1209,Flavors Restaurant (Ali),Kolkata,Alipore,Italian,Quick Bites,Yes,No,3.4,1870,267,Dine-out,No,Yes,57,Average (2.5-3.5),Budget (<300),25.62
ZOM1210,Burger House (Ali),Kolkata,Alipore,Bengali,Bakery,Yes,No,4.6,4915,460,Pubs and Bars,Yes,Yes,48,Excellent (4.5+),Mid-range (300-700),39.1
ZOM1211,Saffron Kitchen (Vel),Chennai,Velachery,Biryani,Food Court,No,No,3.4,2376,329,Desserts,No,Yes,0,Average (2.5-3.5),Mid-range (300-700),26.43
ZOM1212,Burger House (Whi),Bangalore,Whitefield,Gujarati,Quick Bites,No,No,4.6,99,431,Pubs and Bars,No,No,0,Excellent (4.5+),Mid-range (300-700),21.18
ZOM1213,The Sandwich Shop (Man),Jaipur,Mansarovar,Bengali,Fine Dining,Yes,Yes,5.0,1839,4854,Delivery,Yes,No,88,Excellent (4.5+),Luxury (1500+),37.59
ZOM1214,Curry Leaf (T N),Chennai,T Nagar,Chinese,Bakery,Yes,No,3.6,4111,333,Dine-out,No,No,42,Good (3.5-4.0),Mid-range (300-700),29.96
ZOM1215,Taste of India (Laj),Delhi,Lajpat Nagar,Italian,Delivery Only,Yes,No,3.9,819,545,Pubs and Bars,No,Yes,65,Good (3.5-4.0),Mid-range (300-700),26.17
ZOM1216,The Food Factory (Man),Jaipur,Mansarovar,Chinese,Fine Dining,Yes,Yes,3.9,367,4505,Pubs and Bars,Yes,Yes,79,Good (3.5-4.0),Luxury (1500+),23.04
ZOM1217,Olive Garden (Con),Delhi,Connaught Place,Gujarati,Delivery Only,Yes,No,2.9,2735,659,Pubs and Bars,No,Yes,87,Average (2.5-3.5),Mid-range (300-700),22.95
ZOM1218,Olive Garden (CG ),Ahmedabad,CG Road,Thai,Delivery Only,Yes,No,3.3,2940,250,Desserts,Yes,No,48,Average (2.5-3.5),Budget (<300),26.36
ZOM1219,The Food Factory (Vel),Chennai,Velachery,South Indian,Casual Dining,No,Yes,4.6,3538,1178,Desserts,Yes,No,0,Excellent (4.5+),Premium (700-1500),37.59
ZOM1220,Chaat Corner (Gom),Lucknow,Gomti Nagar,Mughlai,Bakery,Yes,No,5.0,1797,630,Desserts,Yes,No,72,Excellent (4.5+),Mid-range (300-700),37.47
ZOM1221,Desi Zaika (Jag),Jaipur,Jagatpura,South Indian,Bakery,No,No,4.1,206,635,Delivery,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),21.86
ZOM1222,Bombay Bites (Jub),Hyderabad,Jubilee Hills,South Indian,Casual Dining,No,Yes,3.1,4217,643,Desserts,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),25.88
ZOM1223,Flavors Restaurant (Ali),Kolkata,Alipore,Biryani,Bakery,Yes,No,3.9,541,274,Desserts,No,No,57,Good (3.5-4.0),Budget (<300),24.55
ZOM1224,Urban Bites (SG ),Ahmedabad,SG Highway,Mexican,Casual Dining,No,Yes,2.6,390,746,Dine-out,Yes,No,0,Average (2.5-3.5),Premium (700-1500),15.52
ZOM1225,South Kitchen (And),Mumbai,Andheri,Fast Food,Food Court,No,No,1.8,3605,378,Dine-out,No,Yes,0,Poor (<2.5),Mid-range (300-700),14.74
ZOM1226,Chaat Corner (Kar),Delhi,Karol Bagh,Chinese,Delivery Only,Yes,No,3.7,1210,700,Desserts,No,Yes,52,Good (3.5-4.0),Mid-range (300-700),26.27
ZOM1227,The Biryani Bowl (Kor),Pune,Koregaon Park,Bengali,Cafe,Yes,No,2.8,4385,462,Delivery,No,No,41,Average (2.5-3.5),Mid-range (300-700),23.48
ZOM1228,Taste of India (Mal),Jaipur,Malviya Nagar,Bengali,Quick Bites,Yes,No,3.5,2718,212,Desserts,No,No,80,Average (2.5-3.5),Budget (<300),27.68
ZOM1229,South Kitchen (Mal),Jaipur,Malviya Nagar,Chinese,Cafe,No,No,2.9,4427,1389,Pubs and Bars,Yes,Yes,0,Average (2.5-3.5),Premium (700-1500),24.35
ZOM1230,Idli House (Ban),Mumbai,Bandra,Biryani,Bakery,No,No,4.6,2267,517,Pubs and Bars,No,No,0,Excellent (4.5+),Mid-range (300-700),35.54
ZOM1231,Curry Leaf (Ami),Lucknow,Aminabad,Chinese,Bakery,Yes,No,3.5,2084,484,Dine-out,No,No,68,Average (2.5-3.5),Mid-range (300-700),26.75
ZOM1232,Food Junction (Ala),Lucknow,Alambagh,Thai,Food Court,Yes,No,4.5,4529,218,Desserts,Yes,No,37,Very Good (4.0-4.5),Budget (<300),37.88
ZOM1233,Punjabi Tadka (Beh),Kolkata,Behala,South Indian,Dhaba,Yes,No,3.4,773,789,Delivery,No,No,66,Average (2.5-3.5),Premium (700-1500),22.62
ZOM1234,Chaat Corner (Myl),Chennai,Mylapore,Bengali,Cafe,Yes,No,1.8,3062,513,Pubs and Bars,No,No,57,Poor (<2.5),Mid-range (300-700),14.45
ZOM1235,Taste of India (Man),Jaipur,Mansarovar,Biryani,Dhaba,Yes,No,4.5,951,463,Delivery,No,Yes,48,Very Good (4.0-4.5),Mid-range (300-700),30.86
ZOM1236,The Pizza Place (Ban),Hyderabad,Banjara Hills,Mexican,Bakery,Yes,No,3.6,4155,657,Desserts,No,No,53,Good (3.5-4.0),Mid-range (300-700),30.0
ZOM1237,The Kebab Studio (Kot),Pune,Kothrud,Bengali,Food Court,Yes,No,4.1,3456,286,Dine-out,No,No,74,Very Good (4.0-4.5),Budget (<300),33.41
ZOM1238,Saffron Kitchen (Mal),Jaipur,Malviya Nagar,Gujarati,Food Court,No,No,4.4,1828,512,Dine-out,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),33.05
ZOM1239,The Diner (Mal),Jaipur,Malviya Nagar,Thai,Bakery,Yes,No,4.6,2811,642,Pubs and Bars,No,No,73,Excellent (4.5+),Mid-range (300-700),36.53
ZOM1240,Desi Zaika (Gac),Hyderabad,Gachibowli,Thai,Delivery Only,Yes,No,4.4,3315,463,Dine-out,No,No,53,Very Good (4.0-4.5),Mid-range (300-700),35.67
ZOM1241,The Grill House (SG ),Ahmedabad,SG Highway,Mexican,Bakery,Yes,No,3.8,2148,287,Dine-out,Yes,No,51,Good (3.5-4.0),Budget (<300),29.16
ZOM1242,Spice Garden (Hin),Pune,Hinjewadi,Chinese,Delivery Only,Yes,No,2.5,3196,206,Delivery,No,No,26,Poor (<2.5),Budget (<300),20.17
ZOM1243,Flavors Restaurant (Myl),Chennai,Mylapore,Mexican,Cafe,Yes,No,3.1,2203,546,Pubs and Bars,No,No,38,Average (2.5-3.5),Mid-range (300-700),23.86
ZOM1244,Desi Zaika (Kor),Bangalore,Koramangala,Bengali,Cafe,Yes,No,4.3,1313,1214,Pubs and Bars,Yes,No,88,Very Good (4.0-4.5),Premium (700-1500),30.88
ZOM1245,Food Junction (And),Mumbai,Andheri,Continental,Bakery,No,No,3.6,3599,585,Delivery,No,No,0,Good (3.5-4.0),Mid-range (300-700),29.48
ZOM1246,Olive Garden (Dad),Mumbai,Dadar,Chinese,Dhaba,No,No,2.6,4807,460,Desserts,No,No,0,Average (2.5-3.5),Mid-range (300-700),22.04
ZOM1247,Curry Leaf (Ady),Chennai,Adyar,Fast Food,Casual Dining,Yes,Yes,4.1,809,1333,Dine-out,No,Yes,28,Very Good (4.0-4.5),Premium (700-1500),27.46
ZOM1248,Dosa Point (HSR),Bangalore,HSR Layout,Chinese,Casual Dining,No,Yes,3.3,3582,1113,Dine-out,No,No,0,Average (2.5-3.5),Premium (700-1500),27.01
ZOM1249,Curry Leaf (And),Mumbai,Andheri,Fast Food,Quick Bites,Yes,No,4.0,2684,208,Dine-out,No,No,33,Good (3.5-4.0),Budget (<300),31.58
ZOM1250,Flavors Restaurant (Jay),Bangalore,Jayanagar,Mexican,Delivery Only,Yes,No,5.0,4621,558,Dine-out,Yes,No,41,Excellent (4.5+),Mid-range (300-700),42.19
ZOM1251,Chaat Corner (Myl),Chennai,Mylapore,Chinese,Casual Dining,Yes,Yes,4.2,2546,403,Pubs and Bars,No,No,45,Very Good (4.0-4.5),Mid-range (300-700),32.94
ZOM1252,Dosa Point (Jay),Bangalore,Jayanagar,Gujarati,Dhaba,No,No,3.9,446,274,Pubs and Bars,No,Yes,0,Good (3.5-4.0),Budget (<300),23.8
ZOM1253,Taste of India (Cam),Pune,Camp,South Indian,Fine Dining,No,Yes,4.1,2180,3589,Dine-out,Yes,No,0,Very Good (4.0-4.5),Luxury (1500+),31.52
ZOM1254,Masala Magic (Aun),Pune,Aundh,Mexican,Delivery Only,Yes,No,4.0,45,352,Pubs and Bars,No,Yes,46,Good (3.5-4.0),Mid-range (300-700),15.31
ZOM1255,Spice Garden (Myl),Chennai,Mylapore,Mughlai,Cafe,Yes,No,2.5,650,1130,Desserts,No,No,59,Poor (<2.5),Premium (700-1500),16.2
ZOM1256,Food Junction (Cam),Pune,Camp,Thai,Delivery Only,Yes,No,4.9,614,654,Dine-out,No,No,29,Excellent (4.5+),Mid-range (300-700),31.47
ZOM1257,Burger House (Jub),Hyderabad,Jubilee Hills,Mexican,Fine Dining,Yes,Yes,4.4,1713,4972,Pubs and Bars,No,No,45,Very Good (4.0-4.5),Luxury (1500+),32.76
ZOM1258,Saffron Kitchen (Sec),Hyderabad,Secunderabad,Bengali,Quick Bites,No,No,4.0,3033,213,Pubs and Bars,No,No,0,Good (3.5-4.0),Budget (<300),32.07
ZOM1259,Dosa Point (Sak),Delhi,Saket,South Indian,Casual Dining,Yes,Yes,2.0,4230,1419,Dine-out,Yes,No,73,Poor (<2.5),Premium (700-1500),16.7
ZOM1260,Food Junction (Civ),Jaipur,Civil Lines,South Indian,Cafe,No,No,3.5,1391,1075,Delivery,No,No,0,Average (2.5-3.5),Premium (700-1500),25.33
ZOM1261,Burger House (Col),Mumbai,Colaba,Chinese,Dhaba,Yes,No,4.5,1141,386,Pubs and Bars,No,No,58,Very Good (4.0-4.5),Mid-range (300-700),31.68
ZOM1262,Chaat Corner (Col),Mumbai,Colaba,Fast Food,Casual Dining,Yes,Yes,3.6,1255,1063,Delivery,No,No,41,Good (3.5-4.0),Premium (700-1500),25.69
ZOM1263,Curry Leaf (Sak),Delhi,Saket,North Indian,Quick Bites,No,No,4.1,1790,185,Delivery,No,No,0,Very Good (4.0-4.5),Budget (<300),30.71
ZOM1264,The Biryani Bowl (Ind),Bangalore,Indiranagar,Gujarati,Dhaba,No,No,4.1,755,690,Desserts,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),27.17
ZOM1265,Olive Garden (Dwa),Delhi,Dwarka,Gujarati,Fine Dining,Yes,No,2.6,3925,4505,Pubs and Bars,No,No,45,Average (2.5-3.5),Luxury (1500+),21.52
ZOM1266,Burger House (Ban),Hyderabad,Banjara Hills,North Indian,Delivery Only,No,No,2.8,1529,416,Pubs and Bars,No,No,0,Average (2.5-3.5),Mid-range (300-700),20.53
ZOM1267,The Curry House (Hit),Hyderabad,Hitech City,Mughlai,Fine Dining,Yes,Yes,2.8,65,2438,Delivery,Yes,No,61,Average (2.5-3.5),Luxury (1500+),11.73
ZOM1268,Urban Bites (Haz),Lucknow,Hazratganj,Italian,Cafe,Yes,No,4.2,4125,507,Pubs and Bars,Yes,No,63,Very Good (4.0-4.5),Mid-range (300-700),34.97
ZOM1269,Desi Zaika (Ali),Lucknow,Aliganj,Biryani,Casual Dining,Yes,Yes,3.3,1463,501,Dine-out,No,No,31,Average (2.5-3.5),Mid-range (300-700),24.05
ZOM1270,Desi Zaika (Ban),Mumbai,Bandra,Thai,Delivery Only,Yes,No,4.4,2327,216,Pubs and Bars,No,No,76,Very Good (4.0-4.5),Budget (<300),34.11
ZOM1271,The Pizza Place (Gac),Hyderabad,Gachibowli,Chinese,Cafe,Yes,No,3.3,3899,411,Dine-out,Yes,No,81,Average (2.5-3.5),Mid-range (300-700),27.29
ZOM1272,The Biryani Bowl (Kot),Pune,Kothrud,Mexican,Casual Dining,No,Yes,4.0,3668,1060,Dine-out,No,No,0,Good (3.5-4.0),Premium (700-1500),32.83
ZOM1273,The Food Factory (Aun),Pune,Aundh,Fast Food,Dhaba,No,No,4.1,3157,684,Dine-out,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),33.04
ZOM1274,The Pizza Place (HSR),Bangalore,HSR Layout,North Indian,Dhaba,Yes,No,3.7,2426,665,Desserts,Yes,No,31,Good (3.5-4.0),Mid-range (300-700),28.84
ZOM1275,Curry Leaf (Gac),Hyderabad,Gachibowli,Gujarati,Quick Bites,No,No,3.7,3731,208,Dine-out,Yes,No,0,Good (3.5-4.0),Budget (<300),30.43
ZOM1276,The Kebab Studio (Juh),Mumbai,Juhu,Continental,Casual Dining,Yes,No,3.8,3998,1177,Pubs and Bars,No,No,35,Good (3.5-4.0),Premium (700-1500),31.52
ZOM1277,Curry Leaf (Vas),Ahmedabad,Vastrapur,Mughlai,Delivery Only,Yes,No,3.4,4811,600,Dine-out,Yes,Yes,42,Average (2.5-3.5),Mid-range (300-700),28.83
ZOM1278,Green Leaf Cafe (Vas),Ahmedabad,Vastrapur,Biryani,Cafe,Yes,No,2.9,3162,1087,Pubs and Bars,No,No,78,Average (2.5-3.5),Premium (700-1500),23.37
ZOM1279,Bombay Bites (Vim),Pune,Viman Nagar,Thai,Bakery,Yes,No,4.4,4827,676,Dine-out,No,No,58,Very Good (4.0-4.5),Mid-range (300-700),37.32
ZOM1280,The Sandwich Shop (Nav),Ahmedabad,Navrangpura,Biryani,Food Court,Yes,No,4.4,3047,472,Dine-out,No,No,33,Very Good (4.0-4.5),Mid-range (300-700),35.3
ZOM1281,Chaat Corner (Kor),Pune,Koregaon Park,Bengali,Cafe,Yes,No,3.3,1187,1394,Delivery,No,No,79,Average (2.5-3.5),Premium (700-1500),23.36
ZOM1282,Desi Zaika (T N),Chennai,T Nagar,Italian,Bakery,No,No,3.0,135,382,Pubs and Bars,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),14.74
ZOM1283,The Curry House (Man),Jaipur,Mansarovar,Gujarati,Bakery,No,No,4.6,4464,238,Desserts,No,No,0,Excellent (4.5+),Budget (<300),38.66
ZOM1284,The Food Factory (Sal),Kolkata,Salt Lake,Chinese,Food Court,Yes,No,4.7,3964,596,Pubs and Bars,Yes,Yes,52,Excellent (4.5+),Mid-range (300-700),38.94
ZOM1285,Dosa Point (And),Mumbai,Andheri,Continental,Fine Dining,Yes,No,3.8,4116,1992,Dine-out,Yes,No,61,Good (3.5-4.0),Luxury (1500+),31.63
ZOM1286,South Kitchen (Civ),Jaipur,Civil Lines,Mughlai,Casual Dining,No,Yes,3.8,1136,1462,Delivery,Yes,No,0,Good (3.5-4.0),Premium (700-1500),26.74
ZOM1287,The Grill House (And),Mumbai,Andheri,Thai,Delivery Only,Yes,No,4.4,818,228,Delivery,No,No,81,Very Good (4.0-4.5),Budget (<300),29.52
ZOM1288,Desi Zaika (Kor),Bangalore,Koramangala,South Indian,Fine Dining,Yes,Yes,3.3,2037,2196,Dine-out,No,No,35,Average (2.5-3.5),Luxury (1500+),25.15
ZOM1289,Burger House (Kor),Pune,Koregaon Park,Mughlai,Dhaba,Yes,No,2.0,3516,438,Dine-out,No,Yes,29,Poor (<2.5),Mid-range (300-700),16.33
ZOM1290,Green Leaf Cafe (And),Mumbai,Andheri,Continental,Dhaba,No,No,3.9,925,776,Delivery,No,Yes,0,Good (3.5-4.0),Premium (700-1500),26.64
