Restaurant_ID,Restaurant_Name,City,Cuisines,Restaurant_Type,Rating,Votes,Approx_Cost_for_Two,Rating_Category,Cost_Category,Engagement_Score,Online_Order,Table_Booking
ZOM1185,Spice Garden (SG ),Ahmedabad,North Indian,Dhaba,4.2,4294,591,Very Good (4.0-4.5),Mid-range (300-700),35.13,No,No
ZOM1186,The Grand Kitchen (Kor),Pune,Mughlai,Cafe,3.1,1146,931,Average (2.5-3.5),Premium (700-1500),21.84,Yes,No
ZOM1187,Curry Leaf (Ind),Bangalore,North Indian,Delivery Only,4.1,4659,200,Very Good (4.0-4.5),Budget (<300),34.63,No,No
ZOM1188,The Grand Kitchen (Man),Ahmedabad,North Indian,Quick Bites,4.1,4754,288,Very Good (4.0-4.5),Budget (<300),34.71,Yes,No
ZOM1189,Royal Feast (Laj),Delhi,Italian,Delivery Only,2.5,3749,209,Poor (<2.5),Budget (<300),20.57,Yes,No
ZOM1190,Olive Garden (Con),Delhi,Mexican,Casual Dining,3.3,1678,728,Average (2.5-3.5),Premium (700-1500),24.51,Yes,Yes
ZOM1191,The Food Factory (Ala),Lucknow,Italian,Dhaba,4.2,2829,749,Very Good (4.0-4.5),Premium (700-1500),33.38,Yes,No
ZOM1192,Green Leaf Cafe (Jag),Jaipur,Thai,Casual Dining,3.3,3682,775,Average (2.5-3.5),Premium (700-1500),27.1,No,No
ZOM1193,Desi Zaika (Juh),Mumbai,South Indian,Bakery,4.8,3535,336,Excellent (4.5+),Mid-range (300-700),39.22,Yes,No
ZOM1194,Dosa Point (Kor),Bangalore,Mughlai,Bakery,4.2,2640,519,Very Good (4.0-4.5),Mid-range (300-700),33.09,Yes,No
ZOM1195,Spice Garden (Ind),Bangalore,South Indian,Food Court,3.6,3648,548,Good (3.5-4.0),Mid-range (300-700),29.53,Yes,No
ZOM1196,Dosa Point (Juh),Mumbai,Fast Food,Dhaba,4.2,877,490,Very Good (4.0-4.5),Mid-range (300-700),28.47,No,No
ZOM1197,The Curry House (Ady),Chennai,North Indian,Bakery,4.1,4825,364,Very Good (4.0-4.5),Mid-range (300-700),34.78,Yes,No
ZOM1198,Noodle Box (Pra),Ahmedabad,Mughlai,Fine Dining,3.9,2903,1631,Good (3.5-4.0),Luxury (1500+),31.1,No,Yes
ZOM1199,The Grill House (Kor),Pune,Continental,Fine Dining,5.0,605,3272,Excellent (4.5+),Luxury (1500+),32.03,Yes,Yes
ZOM1200,The Food Factory (Vel),Chennai,Bengali,Dhaba,3.3,2141,725,Average (2.5-3.5),Premium (700-1500),25.31,No,No
ZOM1201,Olive Garden (Ali),Kolkata,Continental,Delivery Only,5.0,3767,621,Excellent (4.5+),Mid-range (300-700),41.17,Yes,No
ZOM1202,The Grand Kitchen (Ali),Kolkata,Biryani,Fine Dining,2.6,4675,2748,Average (2.5-3.5),Luxury (1500+),21.97,Yes,Yes
ZOM1203,The Biryani Bowl (Hau),Delhi,Gujarati,Bakery,3.7,2002,303,Good (3.5-4.0),Mid-range (300-700),28.13,No,No
ZOM1204,The Sandwich Shop (SG ),Ahmedabad,Mughlai,Food Court,2.1,4023,778,Poor (<2.5),Premium (700-1500),17.43,Yes,No
ZOM1205,Desi Zaika (Hin),Pune,Gujarati,Delivery Only,4.7,1207,753,Excellent (4.5+),Premium (700-1500),33.35,Yes,No
ZOM1206,The Curry House (Man),Ahmedabad,Continental,Quick Bites,4.0,2040,306,Good (3.5-4.0),Mid-range (300-700),30.48,Yes,No
ZOM1207,The Kebab Studio (Vas),Ahmedabad,South Indian,Fine Dining,4.8,1125,4568,Excellent (4.5+),Luxury (1500+),33.73,Yes,Yes
ZOM1208,Tikka Town (Beh),Kolkata,South Indian,Delivery Only,3.5,955,721,Average (2.5-3.5),Premium (700-1500),24.02,Yes,No
ZOM1209,Flavors Restaurant (Ali),Kolkata,Italian,Quick Bites,3.4,1870,267,Average (2.5-3.5),Budget (<300),25.62,Yes,No
ZOM1210,Burger House (Ali),Kolkata,Bengali,Bakery,4.6,4915,460,Excellent (4.5+),Mid-range (300-700),39.1,Yes,No
ZOM1211,Saffron Kitchen (Vel),Chennai,Biryani,Food Court,3.4,2376,329,Average (2.5-3.5),Mid-range (300-700),26.43,No,No
ZOM1212,Burger House (Whi),Bangalore,Gujarati,Quick Bites,4.6,99,431,Excellent (4.5+),Mid-range (300-700),21.18,No,No
ZOM1213,The Sandwich Shop (Man),Jaipur,Bengali,Fine Dining,5.0,1839,4854,Excellent (4.5+),Luxury (1500+),37.59,Yes,Yes
ZOM1214,Curry Leaf (T N),Chennai,Chinese,Bakery,3.6,4111,333,Good (3.5-4.0),Mid-range (300-700),29.96,Yes,No
ZOM1215,Taste of India (Laj),Delhi,Italian,Delivery Only,3.9,819,545,Good (3.5-4.0),Mid-range (300-700),26.17,Yes,No
ZOM1216,The Food Factory (Man),Jaipur,Chinese,Fine Dining,3.9,367,4505,Good (3.5-4.0),Luxury (1500+),23.04,Yes,Yes
ZOM1217,Olive Garden (Con),Delhi,Gujarati,Delivery Only,2.9,2735,659,Average (2.5-3.5),Mid-range (300-700),22.95,Yes,No
ZOM1218,Olive Garden (CG ),Ahmedabad,Thai,Delivery Only,3.3,2940,250,Average (2.5-3.5),Budget (<300),26.36,Yes,No
ZOM1219,The Food Factory (Vel),Chennai,South Indian,Casual Dining,4.6,3538,1178,Excellent (4.5+),Premium (700-1500),37.59,No,Yes
ZOM1220,Chaat Corner (Gom),Lucknow,Mughlai,Bakery,5.0,1797,630,Excellent (4.5+),Mid-range (300-700),37.47,Yes,No
ZOM1221,Desi Zaika (Jag),Jaipur,South Indian,Bakery,4.1,206,635,Very Good (4.0-4.5),Mid-range (300-700),21.86,No,No
ZOM1222,Bombay Bites (Jub),Hyderabad,South Indian,Casual Dining,3.1,4217,643,Average (2.5-3.5),Mid-range (300-700),25.88,No,Yes
ZOM1223,Flavors Restaurant (Ali),Kolkata,Biryani,Bakery,3.9,541,274,Good (3.5-4.0),Budget (<300),24.55,Yes,No
ZOM1224,Urban Bites (SG ),Ahmedabad,Mexican,Casual Dining,2.6,390,746,Average (2.5-3.5),Premium (700-1500),15.52,No,Yes
ZOM1225,South Kitchen (And),Mumbai,Fast Food,Food Court,1.8,3605,378,Poor (<2.5),Mid-range (300-700),14.74,No,No
ZOM1226,Chaat Corner (Kar),Delhi,Chinese,Delivery Only,3.7,1210,700,Good (3.5-4.0),Mid-range (300-700),26.27,Yes,No
ZOM1227,The Biryani Bowl (Kor),Pune,Bengali,Cafe,2.8,4385,462,Average (2.5-3.5),Mid-range (300-700),23.48,Yes,No
ZOM1228,Taste of India (Mal),Jaipur,Bengali,Quick Bites,3.5,2718,212,Average (2.5-3.5),Budget (<300),27.68,Yes,No
ZOM1229,South Kitchen (Mal),Jaipur,Chinese,Cafe,2.9,4427,1389,Average (2.5-3.5),Premium (700-1500),24.35,No,No
ZOM1230,Idli House (Ban),Mumbai,Biryani,Bakery,4.6,2267,517,Excellent (4.5+),Mid-range (300-700),35.54,No,No
ZOM1231,Curry Leaf (Ami),Lucknow,Chinese,Bakery,3.5,2084,484,Average (2.5-3.5),Mid-range (300-700),26.75,Yes,No
ZOM1232,Food Junction (Ala),Lucknow,Thai,Food Court,4.5,4529,218,Very Good (4.0-4.5),Budget (<300),37.88,Yes,No
ZOM1233,Punjabi Tadka (Beh),Kolkata,South Indian,Dhaba,3.4,773,789,Average (2.5-3.5),Premium (700-1500),22.62,Yes,No
ZOM1234,Chaat Corner (Myl),Chennai,Bengali,Cafe,1.8,3062,513,Poor (<2.5),Mid-range (300-700),14.45,Yes,No
ZOM1235,Taste of India (Man),Jaipur,Biryani,Dhaba,4.5,951,463,Very Good (4.0-4.5),Mid-range (300-700),30.86,Yes,No
ZOM1236,The Pizza Place (Ban),Hyderabad,Mexican,Bakery,3.6,4155,657,Good (3.5-4.0),Mid-range (300-700),30.0,Yes,No
ZOM1237,The Kebab Studio (Kot),Pune,Bengali,Food Court,4.1,3456,286,Very Good (4.0-4.5),Budget (<300),33.41,Yes,No
ZOM1238,Saffron Kitchen (Mal),Jaipur,Gujarati,Food Court,4.4,1828,512,Very Good (4.0-4.5),Mid-range (300-700),33.05,No,No
ZOM1239,The Diner (Mal),Jaipur,Thai,Bakery,4.6,2811,642,Excellent (4.5+),Mid-range (300-700),36.53,Yes,No
ZOM1240,Desi Zaika (Gac),Hyderabad,Thai,Delivery Only,4.4,3315,463,Very Good (4.0-4.5),Mid-range (300-700),35.67,Yes,No
ZOM1241,The Grill House (SG ),Ahmedabad,Mexican,Bakery,3.8,2148,287,Good (3.5-4.0),Budget (<300),29.16,Yes,No
ZOM1242,Spice Garden (Hin),Pune,Chinese,Delivery Only,2.5,3196,206,Poor (<2.5),Budget (<300),20.17,Yes,No
ZOM1243,Flavors Restaurant (Myl),Chennai,Mexican,Cafe,3.1,2203,546,Average (2.5-3.5),Mid-range (300-700),23.86,Yes,No
ZOM1244,Desi Zaika (Kor),Bangalore,Bengali,Cafe,4.3,1313,1214,Very Good (4.0-4.5),Premium (700-1500),30.88,Yes,No
ZOM1245,Food Junction (And),Mumbai,Continental,Bakery,3.6,3599,585,Good (3.5-4.0),Mid-range (300-700),29.48,No,No
ZOM1246,Olive Garden (Dad),Mumbai,Chinese,Dhaba,2.6,4807,460,Average (2.5-3.5),Mid-range (300-700),22.04,No,No
ZOM1247,Curry Leaf (Ady),Chennai,Fast Food,Casual Dining,4.1,809,1333,Very Good (4.0-4.5),Premium (700-1500),27.46,Yes,Yes
ZOM1248,Dosa Point (HSR),Bangalore,Chinese,Casual Dining,3.3,3582,1113,Average (2.5-3.5),Premium (700-1500),27.01,No,Yes
ZOM1249,Curry Leaf (And),Mumbai,Fast Food,Quick Bites,4.0,2684,208,Good (3.5-4.0),Budget (<300),31.58,Yes,No
ZOM1250,Flavors Restaurant (Jay),Bangalore,Mexican,Delivery Only,5.0,4621,558,Excellent (4.5+),Mid-range (300-700),42.19,Yes,No
ZOM1251,Chaat Corner (Myl),Chennai,Chinese,Casual Dining,4.2,2546,403,Very Good (4.0-4.5),Mid-range (300-700),32.94,Yes,Yes
ZOM1252,Dosa Point (Jay),Bangalore,Gujarati,Dhaba,3.9,446,274,Good (3.5-4.0),Budget (<300),23.8,No,No
ZOM1253,Taste of India (Cam),Pune,South Indian,Fine Dining,4.1,2180,3589,Very Good (4.0-4.5),Luxury (1500+),31.52,No,Yes
ZOM1254,Masala Magic (Aun),Pune,Mexican,Delivery Only,4.0,45,352,Good (3.5-4.0),Mid-range (300-700),15.31,Yes,No
ZOM1255,Spice Garden (Myl),Chennai,Mughlai,Cafe,2.5,650,1130,Poor (<2.5),Premium (700-1500),16.2,Yes,No
ZOM1256,Food Junction (Cam),Pune,Thai,Delivery Only,4.9,614,654,Excellent (4.5+),Mid-range (300-700),31.47,Yes,No
ZOM1257,Burger House (Jub),Hyderabad,Mexican,Fine Dining,4.4,1713,4972,Very Good (4.0-4.5),Luxury (1500+),32.76,Yes,Yes
ZOM1258,Saffron Kitchen (Sec),Hyderabad,Bengali,Quick Bites,4.0,3033,213,Good (3.5-4.0),Budget (<300),32.07,No,No
ZOM1259,Dosa Point (Sak),Delhi,South Indian,Casual Dining,2.0,4230,1419,Poor (<2.5),Premium (700-1500),16.7,Yes,Yes
ZOM1260,Food Junction (Civ),Jaipur,South Indian,Cafe,3.5,1391,1075,Average (2.5-3.5),Premium (700-1500),25.33,No,No
ZOM1261,Burger House (Col),Mumbai,Chinese,Dhaba,4.5,1141,386,Very Good (4.0-4.5),Mid-range (300-700),31.68,Yes,No
ZOM1262,Chaat Corner (Col),Mumbai,Fast Food,Casual Dining,3.6,1255,1063,Good (3.5-4.0),Premium (700-1500),25.69,Yes,Yes
ZOM1263,Curry Leaf (Sak),Delhi,North Indian,Quick Bites,4.1,1790,185,Very Good (4.0-4.5),Budget (<300),30.71,No,No
ZOM1264,The Biryani Bowl (Ind),Bangalore,Gujarati,Dhaba,4.1,755,690,Very Good (4.0-4.5),Mid-range (300-700),27.17,No,No
ZOM1265,Olive Garden (Dwa),Delhi,Gujarati,Fine Dining,2.6,3925,4505,Average (2.5-3.5),Luxury (1500+),21.52,Yes,No
ZOM1266,Burger House (Ban),Hyderabad,North Indian,Delivery Only,2.8,1529,416,Average (2.5-3.5),Mid-range (300-700),20.53,No,No
ZOM1267,The Curry House (Hit),Hyderabad,Mughlai,Fine Dining,2.8,65,2438,Average (2.5-3.5),Luxury (1500+),11.73,Yes,Yes
ZOM1268,Urban Bites (Haz),Lucknow,Italian,Cafe,4.2,4125,507,Very Good (4.0-4.5),Mid-range (300-700),34.97,Yes,No
ZOM1269,Desi Zaika (Ali),Lucknow,Biryani,Casual Dining,3.3,1463,501,Average (2.5-3.5),Mid-range (300-700),24.05,Yes,Yes
ZOM1270,Desi Zaika (Ban),Mumbai,Thai,Delivery Only,4.4,2327,216,Very Good (4.0-4.5),Budget (<300),34.11,Yes,No
ZOM1271,The Pizza Place (Gac),Hyderabad,Chinese,Cafe,3.3,3899,411,Average (2.5-3.5),Mid-range (300-700),27.29,Yes,No
ZOM1272,The Biryani Bowl (Kot),Pune,Mexican,Casual Dining,4.0,3668,1060,Good (3.5-4.0),Premium (700-1500),32.83,No,Yes
ZOM1273,The Food Factory (Aun),Pune,Fast Food,Dhaba,4.1,3157,684,Very Good (4.0-4.5),Mid-range (300-700),33.04,No,No
ZOM1274,The Pizza Place (HSR),Bangalore,North Indian,Dhaba,3.7,2426,665,Good (3.5-4.0),Mid-range (300-700),28.84,Yes,No
ZOM1275,Curry Leaf (Gac),Hyderabad,Gujarati,Quick Bites,3.7,3731,208,Good (3.5-4.0),Budget (<300),30.43,No,No
ZOM1276,The Kebab Studio (Juh),Mumbai,Continental,Casual Dining,3.8,3998,1177,Good (3.5-4.0),Premium (700-1500),31.52,Yes,No
ZOM1277,Curry Leaf (Vas),Ahmedabad,Mughlai,Delivery Only,3.4,4811,600,Average (2.5-3.5),Mid-range (300-700),28.83,Yes,No
ZOM1278,Green Leaf Cafe (Vas),Ahmedabad,Biryani,Cafe,2.9,3162,1087,Average (2.5-3.5),Premium (700-1500),23.37,Yes,No
ZOM1279,Bombay Bites (Vim),Pune,Thai,Bakery,4.4,4827,676,Very Good (4.0-4.5),Mid-range (300-700),37.32,Yes,No
ZOM1280,The Sandwich Shop (Nav),Ahmedabad,Biryani,Food Court,4.4,3047,472,Very Good (4.0-4.5),Mid-range (300-700),35.3,Yes,No
ZOM1281,Chaat Corner (Kor),Pune,Bengali,Cafe,3.3,1187,1394,Average (2.5-3.5),Premium (700-1500),23.36,Yes,No
ZOM1282,Desi Zaika (T N),Chennai,Italian,Bakery,3.0,135,382,Average (2.5-3.5),Mid-range (300-700),14.74,No,No
ZOM1283,The Curry House (Man),Jaipur,Gujarati,Bakery,4.6,4464,238,Excellent (4.5+),Budget (<300),38.66,No,No
ZOM1284,The Food Factory (Sal),Kolkata,Chinese,Food Court,4.7,3964,596,Excellent (4.5+),Mid-range (300-700),38.94,Yes,No
ZOM1285,Dosa Point (And),Mumbai,Continental,Fine Dining,3.8,4116,1992,Good (3.5-4.0),Luxury (1500+),31.63,Yes,No
ZOM1286,South Kitchen (Civ),Jaipur,Mughlai,Casual Dining,3.8,1136,1462,Good (3.5-4.0),Premium (700-1500),26.74,No,Yes
ZOM1287,The Grill House (And),Mumbai,Thai,Delivery Only,4.4,818,228,Very Good (4.0-4.5),Budget (<300),29.52,Yes,No
ZOM1288,Desi Zaika (Kor),Bangalore,South Indian,Fine Dining,3.3,2037,2196,Average (2.5-3.5),Luxury (1500+),25.15,Yes,Yes
ZOM1289,Burger House (Kor),Pune,Mughlai,Dhaba,2.0,3516,438,Poor (<2.5),Mid-range (300-700),16.33,Yes,No
ZOM1290,Green Leaf Cafe (And),Mumbai,Continental,Dhaba,3.9,925,776,Good (3.5-4.0),Premium (700-1500),26.64,No,No
ZOM1291,Olive Garden (Kor),Bangalore,Mexican,Dhaba,2.2,3765,202,Poor (<2.5),Budget (<300),18.11,Yes,No
ZOM1292,The Curry House (Jub),Hyderabad,Biryani,Food Court,4.3,1170,345,Very Good (4.0-4.5),Mid-range (300-700),30.38,Yes,No
ZOM1293,The Food Factory (Jag),Jaipur,Gujarati,Casual Dining,3.4,4393,831,Average (2.5-3.5),Premium (700-1500),28.52,Yes,No
ZOM1294,Punjabi Tadka (Kor),Pune,Fast Food,Fine Dining,3.5,2637,2463,Average (2.5-3.5),Luxury (1500+),27.57,Yes,Yes
ZOM1295,Saffron Kitchen (Cam),Pune,Chinese,Quick Bites,3.1,2239,442,Average (2.5-3.5),Mid-range (300-700),23.91,Yes,No
ZOM1296,The Sandwich Shop (Ban),Hyderabad,Mughlai,Dhaba,3.6,4073,639,Good (3.5-4.0),Mid-range (300-700),29.92,Yes,No
ZOM1297,The Grill House (Pra),Ahmedabad,Italian,Bakery,3.1,3420,210,Average (2.5-3.5),Budget (<300),25.23,No,No
ZOM1298,Food Junction (Sak),Delhi,Fast Food,Cafe,3.6,1873,1284,Good (3.5-4.0),Premium (700-1500),27.13,Yes,No
ZOM1299,Chaat Corner (Cam),Pune,Gujarati,Fine Dining,3.2,2270,2436,Average (2.5-3.5),Luxury (1500+),24.73,No,Yes
ZOM1300,Royal Feast (Vel),Chennai,Mughlai,Delivery Only,4.1,2805,720,Very Good (4.0-4.5),Premium (700-1500),32.55,Yes,No
ZOM1301,Royal Feast (Man),Ahmedabad,Thai,Dhaba,4.5,1918,772,Very Good (4.0-4.5),Premium (700-1500),34.02,Yes,No
ZOM1302,The Grand Kitchen (Ami),Lucknow,Mughlai,Dhaba,3.8,2742,202,Good (3.5-4.0),Budget (<300),30.08,Yes,No
ZOM1303,The Diner (Vai),Jaipur,Bengali,Fine Dining,3.7,4074,2280,Good (3.5-4.0),Luxury (1500+),30.76,No,No
ZOM1304,The Pizza Place (Vas),Ahmedabad,South Indian,Fine Dining,5.0,897,3433,Excellent (4.5+),Luxury (1500+),34.0,Yes,Yes
ZOM1305,South Kitchen (T N),Chennai,Biryani,Food Court,4.4,1645,522,Very Good (4.0-4.5),Mid-range (300-700),32.59,Yes,No
ZOM1306,Dosa Point (Ann),Chennai,Continental,Bakery,4.1,1223,460,Very Good (4.0-4.5),Mid-range (300-700),29.15,No,No
ZOM1307,Bombay Bites (Cam),Pune,Bengali,Fine Dining,4.5,1423,2454,Very Good (4.0-4.5),Luxury (1500+),32.68,Yes,Yes
ZOM1308,Chaat Corner (HSR),Bangalore,Mughlai,Delivery Only,3.7,3977,236,Good (3.5-4.0),Budget (<300),30.67,No,No
ZOM1309,Royal Feast (Hin),Pune,Continental,Bakery,3.3,3392,792,Average (2.5-3.5),Premium (700-1500),26.83,Yes,No
ZOM1310,Food Junction (MI ),Jaipur,Biryani,Food Court,5.0,1329,522,Excellent (4.5+),Mid-range (300-700),35.96,Yes,No
ZOM1311,Olive Garden (Cam),Pune,Mexican,Fine Dining,3.3,3116,3389,Average (2.5-3.5),Luxury (1500+),26.55,Yes,No
ZOM1312,Punjabi Tadka (Kor),Pune,Mexican,Food Court,4.0,3935,415,Good (3.5-4.0),Mid-range (300-700),33.11,No,No
ZOM1313,Royal Feast (MI ),Jaipur,Mughlai,Quick Bites,4.1,2388,317,Very Good (4.0-4.5),Mid-range (300-700),31.89,Yes,No
ZOM1314,The Sandwich Shop (Ali),Lucknow,Gujarati,Dhaba,2.9,1709,369,Average (2.5-3.5),Mid-range (300-700),21.59,Yes,No
ZOM1315,Burger House (Laj),Delhi,Italian,Cafe,3.2,3743,821,Average (2.5-3.5),Premium (700-1500),26.33,Yes,No
ZOM1316,Bombay Bites (Par),Kolkata,Mexican,Quick Bites,3.6,561,307,Good (3.5-4.0),Mid-range (300-700),22.79,No,No
ZOM1317,Idli House (New),Kolkata,Mughlai,Food Court,3.8,1579,281,Good (3.5-4.0),Budget (<300),27.99,Yes,No
ZOM1318,Masala Magic (Nav),Ahmedabad,Mexican,Food Court,3.5,593,423,Average (2.5-3.5),Mid-range (300-700),22.35,Yes,No
ZOM1319,The Diner (Juh),Mumbai,Gujarati,Quick Bites,3.7,3122,304,Good (3.5-4.0),Mid-range (300-700),29.77,Yes,No
ZOM1320,Burger House (Vai),Jaipur,Mughlai,Dhaba,4.2,4460,564,Very Good (4.0-4.5),Mid-range (300-700),35.29,Yes,No
ZOM1321,Green Leaf Cafe (MG ),Bangalore,Gujarati,Dhaba,2.8,1012,525,Average (2.5-3.5),Mid-range (300-700),19.38,Yes,No
ZOM1322,Food Junction (Ind),Lucknow,Continental,Casual Dining,4.1,3531,971,Very Good (4.0-4.5),Premium (700-1500),33.5,Yes,No
ZOM1323,Flavors Restaurant (Vai),Jaipur,Mughlai,Bakery,3.7,282,395,Good (3.5-4.0),Mid-range (300-700),20.89,No,No
ZOM1324,South Kitchen (Man),Jaipur,Mughlai,Dhaba,4.0,1892,600,Good (3.5-4.0),Mid-range (300-700),30.18,No,No
ZOM1325,Dosa Point (Bal),Kolkata,Bengali,Fine Dining,3.3,890,4252,Average (2.5-3.5),Luxury (1500+),22.41,Yes,Yes
ZOM1326,Royal Feast (Par),Kolkata,Italian,Delivery Only,5.0,4574,580,Excellent (4.5+),Mid-range (300-700),42.14,Yes,No
ZOM1327,Punjabi Tadka (Civ),Jaipur,Continental,Fine Dining,3.2,33,2406,Average (2.5-3.5),Luxury (1500+),11.28,No,Yes
ZOM1328,Taste of India (Vai),Jaipur,Mexican,Delivery Only,3.6,3109,658,Good (3.5-4.0),Mid-range (300-700),28.95,Yes,No
ZOM1329,Flavors Restaurant (Par),Kolkata,Mexican,Fine Dining,2.3,3614,2953,Poor (<2.5),Luxury (1500+),18.84,No,Yes
ZOM1330,Food Junction (Cam),Pune,Mexican,Dhaba,2.8,4838,356,Average (2.5-3.5),Mid-range (300-700),23.76,No,No
ZOM1331,Spice Garden (Haz),Lucknow,Italian,Delivery Only,3.6,1103,329,Good (3.5-4.0),Mid-range (300-700),25.22,Yes,No
ZOM1332,The Grill House (HSR),Bangalore,Bengali,Food Court,2.8,3160,581,Average (2.5-3.5),Mid-range (300-700),22.56,Yes,No
ZOM1333,The Sandwich Shop (Mal),Jaipur,Thai,Casual Dining,4.3,993,420,Very Good (4.0-4.5),Mid-range (300-700),29.68,No,Yes
ZOM1334,The Biryani Bowl (Ann),Chennai,Mexican,Delivery Only,2.8,4969,652,Average (2.5-3.5),Mid-range (300-700),23.83,Yes,No
ZOM1335,The Kebab Studio (Sec),Hyderabad,Bengali,Bakery,4.9,4670,726,Excellent (4.5+),Premium (700-1500),41.4,No,No
ZOM1336,The Grill House (Jub),Hyderabad,North Indian,Bakery,2.8,3238,470,Average (2.5-3.5),Mid-range (300-700),22.63,Yes,No
ZOM1337,Punjabi Tadka (Beh),Kolkata,Fast Food,Delivery Only,4.7,1612,259,Excellent (4.5+),Budget (<300),34.71,Yes,No
ZOM1338,The Kebab Studio (HSR),Bangalore,North Indian,Delivery Only,3.9,989,790,Good (3.5-4.0),Premium (700-1500),26.9,Yes,No
ZOM1339,Noodle Box (Sal),Kolkata,Gujarati,Dhaba,4.0,3638,398,Good (3.5-4.0),Mid-range (300-700),32.8,Yes,No
ZOM1340,Olive Garden (Vim),Pune,Mexican,Quick Bites,3.8,4449,195,Good (3.5-4.0),Budget (<300),31.92,Yes,No
ZOM1341,Punjabi Tadka (Bal),Kolkata,Mexican,Bakery,4.2,3229,405,Very Good (4.0-4.5),Mid-range (300-700),33.94,Yes,No
ZOM1342,Flavors Restaurant (Par),Kolkata,Thai,Dhaba,3.2,3970,700,Average (2.5-3.5),Mid-range (300-700),26.52,No,No
ZOM1343,Punjabi Tadka (New),Kolkata,Mughlai,Fine Dining,5.0,121,3933,Excellent (4.5+),Luxury (1500+),24.02,No,Yes
ZOM1344,Burger House (Nav),Ahmedabad,South Indian,Fine Dining,3.4,588,1571,Average (2.5-3.5),Luxury (1500+),21.69,No,No
ZOM1345,Olive Garden (T N),Chennai,Fast Food,Quick Bites,2.4,3865,423,Poor (<2.5),Mid-range (300-700),19.82,Yes,No
ZOM1346,Chaat Corner (Kor),Bangalore,Continental,Delivery Only,5.0,4438,743,Excellent (4.5+),Premium (700-1500),41.99,Yes,No
ZOM1347,Urban Bites (Con),Delhi,Italian,Food Court,3.4,733,301,Average (2.5-3.5),Mid-range (300-700),22.43,Yes,No
ZOM1348,Dosa Point (And),Mumbai,Biryani,Bakery,3.0,783,600,Average (2.5-3.5),Mid-range (300-700),19.99,Yes,No
ZOM1349,Urban Bites (Nav),Ahmedabad,Italian,Dhaba,3.7,596,509,Good (3.5-4.0),Mid-range (300-700),23.65,Yes,No
ZOM1350,Olive Garden (T N),Chennai,Continental,Fine Dining,3.5,2725,3543,Average (2.5-3.5),Luxury (1500+),27.69,Yes,No
ZOM1351,Olive Garden (SG ),Ahmedabad,Biryani,Cafe,3.7,2853,988,Good (3.5-4.0),Premium (700-1500),29.44,Yes,No
ZOM1352,The Sandwich Shop (Ban),Hyderabad,South Indian,Fine Dining,4.1,922,1642,Very Good (4.0-4.5),Luxury (1500+),27.99,Yes,Yes
ZOM1353,Olive Garden (Sal),Kolkata,Italian,Delivery Only,3.0,1900,516,Average (2.5-3.5),Mid-range (300-700),22.65,Yes,No
ZOM1354,Saffron Kitchen (Pow),Mumbai,Fast Food,Cafe,3.7,639,1115,Good (3.5-4.0),Premium (700-1500),23.91,Yes,No
ZOM1355,Desi Zaika (Hit),Hyderabad,Continental,Quick Bites,3.2,3916,327,Average (2.5-3.5),Mid-range (300-700),26.47,No,No
ZOM1356,The Kebab Studio (New),Kolkata,Chinese,Dhaba,4.1,3394,582,Very Good (4.0-4.5),Mid-range (300-700),33.33,No,No
ZOM1357,The Grand Kitchen (Nav),Ahmedabad,North Indian,Quick Bites,4.6,2059,233,Excellent (4.5+),Budget (<300),35.1,Yes,No
ZOM1358,The Pizza Place (Kot),Pune,Fast Food,Dhaba,3.6,3466,714,Good (3.5-4.0),Premium (700-1500),29.34,No,No
ZOM1359,Saffron Kitchen (Ann),Chennai,Fast Food,Quick Bites,4.6,4909,337,Excellent (4.5+),Mid-range (300-700),39.1,Yes,No
ZOM1360,Bombay Bites (Kot),Pune,Gujarati,Quick Bites,3.5,2139,392,Average (2.5-3.5),Mid-range (300-700),26.84,No,No
ZOM1361,South Kitchen (Kar),Delhi,South Indian,Food Court,5.0,2174,346,Excellent (4.5+),Mid-range (300-700),38.42,Yes,No
ZOM1362,Food Junction (Con),Delhi,Biryani,Fine Dining,3.0,754,3856,Average (2.5-3.5),Luxury (1500+),19.88,Yes,No
ZOM1363,Chaat Corner (Whi),Bangalore,Chinese,Delivery Only,3.3,2340,506,Average (2.5-3.5),Mid-range (300-700),25.6,Yes,No
ZOM1364,Food Junction (Nun),Chennai,South Indian,Delivery Only,4.1,3670,258,Very Good (4.0-4.5),Budget (<300),33.65,Yes,No
ZOM1365,The Biryani Bowl (Col),Mumbai,Bengali,Fine Dining,2.3,2976,3237,Poor (<2.5),Luxury (1500+),18.4,Yes,No
ZOM1366,Spice Garden (Sec),Hyderabad,Thai,Casual Dining,3.5,4545,1261,Average (2.5-3.5),Premium (700-1500),29.48,Yes,No
ZOM1367,Desi Zaika (Ind),Bangalore,North Indian,Dhaba,2.5,1982,223,Poor (<2.5),Budget (<300),18.98,Yes,No
ZOM1368,Royal Feast (Ann),Chennai,Bengali,Bakery,4.3,4616,351,Very Good (4.0-4.5),Mid-range (300-700),36.28,Yes,No
ZOM1369,The Sandwich Shop (Kor),Pune,Mexican,Delivery Only,4.2,1717,619,Very Good (4.0-4.5),Mid-range (300-700),31.29,Yes,No
ZOM1370,Punjabi Tadka (Juh),Mumbai,Italian,Delivery Only,3.6,2387,570,Good (3.5-4.0),Mid-range (300-700),28.0,Yes,No
